bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,idade_imovel,foi_reformado,lat,long,zipcode,price
4.0,3.0,2160,4400,1.0,0,0,5,7,1320.0,840,1430,4400,93,0,47.6163,-122.293,98122,665000.0
4.0,2.5,2420,7744,2.0,0,0,3,9,2420.0,0,2820,11129,21,0,47.534,-122.18,98056,600000.0
4.0,1.75,1920,3844,1.0,0,0,3,7,1170.0,750,1480,3844,48,0,47.7041,-122.353,98133,502000.0
4.0,2.5,2310,8030,2.0,0,0,3,7,2310.0,0,1780,8041,36,0,47.7433,-121.982,98019,364950.0
3.0,2.25,2330,4000,1.5,0,2,5,7,1520.0,810,1870,4000,87,0,47.6732,-122.29,98115,680000.0
5.0,2.5,2340,13713,1.0,0,0,2,8,1670.0,670,2080,11000,47,0,47.3307,-122.324,98003,235500.0
4.0,2.5,2590,5756,2.0,0,0,3,8,2590.0,0,2620,6109,13,0,47.5356,-121.875,98065,576000.0
2.0,3.0,1410,1240,2.0,0,0,3,8,1140.0,270,1410,1273,8,0,47.5221,-122.39,98136,405000.0
3.0,2.75,2850,8039,1.0,0,0,4,8,1540.0,1310,2240,7727,25,0,47.4141,-122.204,98031,335000.0
2.0,1.0,730,6728,1.0,0,0,3,6,730.0,0,1170,7034,62,0,47.4275,-122.324,98148,122000.0
3.0,1.75,1470,6250,1.0,0,3,4,7,1070.0,400,2630,7050,75,0,47.7394,-122.288,98155,432000.0
4.0,2.25,2330,11400,1.0,0,0,4,8,2330.0,0,2640,10200,40,0,47.4495,-122.148,98058,375000.0
4.0,2.25,2460,11250,1.0,0,0,4,8,2460.0,0,1630,10216,55,0,47.3182,-122.212,98002,276000.0
3.0,2.25,2080,111513,1.5,0,0,3,8,1680.0,400,2440,107157,37,0,47.7403,-122.112,98072,450000.0
2.0,1.0,990,8140,1.0,0,0,1,6,990.0,0,2150,5000,105,0,47.5828,-122.382,98116,210000.0
3.0,2.5,1450,4106,2.0,0,0,3,7,1450.0,0,2000,4000,3,0,47.3655,-122.019,98038,279000.0
3.0,1.75,1340,3900,2.0,0,0,5,7,1340.0,0,1470,1611,115,0,47.6711,-122.379,98107,635000.0
3.0,2.5,2730,7372,2.0,0,0,3,9,2730.0,0,2710,8343,17,0,47.2831,-122.346,98023,350000.0
3.0,1.0,1140,7560,1.0,0,0,4,6,1140.0,0,1300,7560,56,0,47.4624,-122.185,98058,218000.0
4.0,1.5,1950,6300,1.5,0,1,3,7,1650.0,300,1760,6300,71,0,47.6819,-122.271,98115,750000.0
4.0,1.75,2000,25700,1.0,0,0,4,7,1150.0,850,2420,27500,57,0,47.32,-122.362,98023,310597.0
3.0,1.0,900,37800,1.0,0,0,4,5,700.0,200,1750,11998,92,0,47.7146,-122.234,98034,355000.0
5.0,2.75,3390,5211,2.0,0,0,3,9,3390.0,0,3210,5211,10,0,47.5977,-121.981,98075,735000.0
1.5,1.0,720,6000,1.0,0,0,3,6,720.0,0,1040,6000,74,0,47.5266,-122.316,98108,155000.0
3.0,1.0,940,10368,1.0,0,0,3,7,940.0,0,2090,9620,49,0,47.6608,-122.133,98052,354000.0
3.0,1.75,1770,10513,1.0,0,0,4,7,1400.0,370,2070,9968,33,0,47.7726,-122.266,98028,415000.0
1.5,1.0,590,833,1.0,0,0,4,7,590.0,0,780,1617,88,0,47.6082,-122.299,98122,202000.0
3.0,2.5,1980,1873,2.0,0,0,3,7,1470.0,510,1500,1873,19,0,47.6659,-122.369,98107,580000.0
4.0,3.25,3070,10375,2.0,0,0,3,10,2180.0,890,2500,11194,52,1,47.5862,-122.198,98004,1495000.0
4.0,2.5,3500,7519,2.0,0,0,3,9,3500.0,0,3920,7982,10,0,47.6799,-122.024,98053,790000.0
3.0,2.5,2100,5112,2.0,0,0,3,8,2100.0,0,2100,4370,16,0,47.5338,-121.867,98065,499900.0
4.0,2.25,2620,98881,1.0,0,0,3,7,1820.0,800,1728,95832,63,0,47.4662,-122.453,98070,525000.0
4.0,2.5,2810,10613,2.0,0,0,3,9,2810.0,0,2800,9933,25,0,47.5424,-122.141,98006,810000.0
4.0,1.5,2290,8773,1.0,0,0,4,7,1330.0,960,1740,7058,68,0,47.7173,-122.33,98133,425000.0
3.0,1.75,1350,7588,1.0,0,0,3,7,1350.0,0,1470,7341,21,0,47.3123,-122.023,98010,241250.0
4.0,2.5,2770,19116,1.0,0,0,4,8,1600.0,1170,2730,18429,53,0,47.3386,-122.319,98003,318700.0
4.0,1.75,2530,5000,1.5,0,2,5,8,2070.0,460,1950,3600,97,0,47.6624,-122.348,98103,720000.0
3.0,1.0,1280,10500,1.5,0,0,4,5,1280.0,0,1410,10500,73,0,47.566,-121.894,98024,291000.0
3.0,1.75,1060,38644,1.0,0,0,3,7,1060.0,0,1310,11416,31,0,47.7442,-122.072,98077,420000.0
2.0,1.75,1000,3554,1.0,0,0,4,8,1000.0,0,1150,4000,39,0,47.3811,-122.32,98198,210000.0
3.0,3.25,3870,11000,2.0,0,2,3,9,2970.0,900,2970,11000,24,0,47.5545,-122.354,98106,645000.0
5.0,2.0,3370,5000,1.5,0,0,4,7,2140.0,1230,1920,3200,107,0,47.6373,-122.35,98109,762000.0
4.0,1.75,2290,7765,1.0,0,0,3,6,2290.0,0,1240,8215,78,1,47.4997,-122.353,98146,247500.0
3.0,2.25,1670,7150,2.0,0,0,4,7,1670.0,0,1570,7040,24,0,47.3603,-122.088,98042,282500.0
3.0,1.75,1460,22651,1.0,0,0,4,7,1460.0,0,2030,49222,53,0,47.4861,-122.03,98027,395000.0
3.0,1.75,1770,8235,1.0,0,0,3,7,1030.0,740,1560,8918,54,0,47.4323,-122.328,98148,295000.0
2.0,1.0,820,5100,1.0,0,0,4,6,820.0,0,2270,5100,60,0,47.5175,-122.205,98056,235000.0
3.0,1.75,1900,6334,1.0,0,2,3,8,1450.0,450,1530,6334,66,0,47.6675,-122.276,98105,770000.0
2.0,2.0,1870,4950,1.0,0,0,3,8,1870.0,0,1670,4800,8,0,47.7195,-122.022,98053,559950.0
4.0,2.0,1840,5419,1.0,0,0,4,7,920.0,920,1800,5419,72,0,47.6483,-122.404,98199,639000.0
3.0,1.0,1590,8470,1.0,0,0,4,7,1140.0,450,1570,9375,48,0,47.4473,-122.159,98058,314950.0
3.0,1.0,1640,6180,1.0,0,0,4,7,1640.0,0,1540,6180,69,0,47.5682,-122.284,98118,525000.0
3.0,2.25,3000,11665,1.5,1,4,3,11,3000.0,0,3000,15959,13,0,47.5884,-122.086,98075,2400000.0
3.0,1.75,2160,6272,1.0,0,0,4,8,1390.0,770,1290,5376,54,0,47.6777,-122.306,98115,820000.0
3.0,3.0,2490,3600,2.0,0,3,4,8,1790.0,700,2490,3600,103,0,47.6313,-122.369,98119,1385000.0
3.0,2.0,1290,5700,1.0,0,0,5,7,1290.0,0,1160,5700,64,0,47.5713,-122.397,98116,521450.0
3.0,2.5,3190,49137,2.0,0,0,3,9,3190.0,0,3240,53143,26,0,47.6027,-122.043,98074,760750.0
4.0,1.0,1540,115434,1.5,0,0,4,7,1540.0,0,2027,23522,91,0,47.4163,-122.22,98031,759600.0
3.0,2.0,2140,7200,1.0,0,0,4,8,1480.0,660,2070,7220,48,0,47.5084,-122.185,98056,346150.0
2.0,1.0,980,3800,1.0,0,0,3,7,980.0,0,1520,5010,89,0,47.6903,-122.34,98103,390000.0
5.0,2.25,2450,9432,2.0,0,0,3,8,2450.0,0,2310,9100,41,0,47.4519,-122.13,98058,359950.0
3.0,2.0,1360,5120,1.5,0,0,4,6,910.0,450,1440,5120,90,0,47.5587,-122.393,98116,430000.0
4.0,3.5,4610,11676,2.0,0,0,3,10,4610.0,0,3900,11164,15,0,47.6011,-121.983,98075,960000.0
5.5,6.75,7480,41664,2.0,0,2,3,11,5080.0,2400,2810,33190,61,0,47.4643,-122.368,98166,800000.0
3.0,2.5,2860,5805,2.0,0,0,3,9,2860.0,0,2360,5832,16,0,47.6218,-122.16,98005,1010000.0
3.0,2.0,1810,11456,1.0,0,0,3,7,1810.0,0,1360,12931,45,0,47.4648,-121.756,98045,290000.0
4.0,2.0,2240,10296,1.0,0,0,5,8,2240.0,0,2500,10918,67,0,47.6177,-122.217,98004,1350000.0
3.0,3.25,3610,59677,2.0,0,0,3,10,2440.0,1170,3130,65775,11,0,47.5464,-122.088,98027,777000.0
2.0,1.0,1450,4500,1.5,0,0,4,7,1450.0,0,1470,5000,93,0,47.6739,-122.396,98107,526000.0
3.0,3.5,1450,1091,2.0,0,0,3,8,1200.0,250,1490,3017,8,0,47.6475,-122.359,98119,550000.0
3.0,1.5,1820,8750,1.0,0,0,4,7,1200.0,620,1500,8000,56,0,47.4213,-122.322,98198,276000.0
5.0,3.25,5620,12672,2.0,0,0,4,11,4140.0,1480,4470,8050,98,0,47.5786,-122.287,98144,2500000.0
3.0,1.75,2080,6554,1.0,0,0,3,7,1040.0,1040,1230,5650,65,0,47.5135,-122.257,98118,325000.0
3.0,2.5,1780,1754,3.0,0,0,3,8,1780.0,0,1780,1607,7,0,47.548,-122.373,98126,365000.0
5.5,6.0,4340,9415,2.0,0,0,3,8,4340.0,0,2050,9100,47,0,47.6316,-122.202,98004,2150000.0
4.0,3.25,2860,3680,2.0,0,0,3,9,1980.0,880,2010,3680,90,1,47.6752,-122.3,98115,825050.0
3.0,1.5,2540,9520,1.0,0,0,3,8,1500.0,1040,1870,6800,55,0,47.6834,-122.306,98115,690000.0
4.0,1.0,1140,6250,1.5,0,0,3,6,1140.0,0,1140,1370,57,0,47.5433,-122.375,98126,390000.0
3.0,2.0,1320,1297,3.0,0,0,3,7,1320.0,0,1380,1503,20,0,47.6959,-122.376,98117,385000.0
3.0,2.5,2040,7503,2.0,0,0,3,8,2040.0,0,2170,7503,28,0,47.5718,-122.021,98029,619000.0
4.0,2.25,1790,42000,1.0,0,0,3,7,1170.0,620,2060,50094,32,0,47.4819,-121.744,98045,494000.0
3.0,2.0,1910,13505,1.0,0,0,3,8,1910.0,0,2010,8000,60,0,47.7114,-122.23,98034,412450.0
3.0,1.75,1460,2800,2.0,0,0,3,7,1460.0,0,1220,4062,87,0,47.6779,-122.371,98117,580000.0
3.0,1.5,1420,22100,1.0,0,0,5,7,1420.0,0,1540,21780,57,0,47.4193,-122.149,98042,269900.0
4.0,1.5,1790,4080,1.5,0,0,5,7,1790.0,0,1710,4080,87,0,47.5749,-122.291,98144,704300.0
3.0,2.0,1390,6005,2.0,0,0,3,8,1390.0,0,1264,5550,9,0,47.2117,-121.99,98022,267000.0
4.0,1.75,1880,12150,1.0,0,0,3,7,1280.0,600,1980,9680,38,0,47.3272,-122.363,98023,310000.0
3.0,1.5,1570,10824,2.0,0,0,3,7,1570.0,0,1530,8125,107,0,47.54,-122.275,98118,227064.0
3.0,2.5,2690,7000,2.0,0,0,5,7,1840.0,850,1800,6435,71,0,47.6784,-122.277,98115,925000.0
3.0,1.75,1670,11452,1.0,0,2,3,8,1670.0,0,1820,11152,23,0,47.1913,-122.015,98022,245000.0
3.0,1.0,1040,7490,1.0,0,0,3,7,1040.0,0,1520,7410,45,0,47.7137,-122.213,98034,339888.0
4.0,2.0,1560,7500,1.0,0,0,4,7,1560.0,0,1730,7500,46,0,47.7281,-122.181,98034,439000.0
2.0,1.0,1470,6120,1.0,0,0,2,7,1470.0,0,1840,6120,74,0,47.6914,-122.287,98115,400000.0
3.0,2.25,2070,15002,1.5,0,0,3,8,2070.0,0,2070,15002,59,1,47.7635,-122.274,98155,560000.0
2.0,1.0,1370,5922,1.0,0,2,3,8,1130.0,240,2460,6759,73,0,47.6473,-122.406,98199,703011.0
2.0,1.0,1120,4800,1.0,0,0,3,7,770.0,350,1510,4800,88,0,47.5669,-122.372,98126,363000.0
4.0,2.75,2640,6240,2.0,0,0,3,9,2640.0,0,2640,5898,13,0,47.5788,-122.059,98075,650000.0
3.0,1.0,1030,9916,1.0,0,0,4,7,1030.0,0,1470,9044,43,0,47.7218,-122.176,98034,299950.0
3.0,1.0,1120,6625,1.0,0,0,3,6,1120.0,0,1120,6794,73,0,47.4879,-122.332,98168,228950.0
4.0,1.75,1730,11700,1.0,0,0,3,7,880.0,850,1570,7820,58,0,47.6031,-122.13,98008,465000.0
3.0,2.5,2090,9847,2.0,0,2,3,9,2090.0,0,2860,11483,32,0,47.5651,-122.114,98006,725000.0
3.0,1.0,920,14400,1.0,0,0,4,7,920.0,0,1170,9600,37,0,47.2816,-122.269,98001,212500.0
4.0,2.25,2970,54450,2.0,0,0,3,8,2970.0,0,2260,6465,31,1,47.4338,-122.146,98058,526000.0
3.0,2.5,1720,10031,2.0,0,0,3,8,1720.0,0,2280,5845,21,0,47.7688,-122.238,98028,383000.0
3.0,1.75,1460,4692,1.0,0,0,3,7,1460.0,0,1600,4557,27,0,47.472,-122.192,98055,244000.0
3.0,1.5,1540,3570,1.5,0,0,5,7,1490.0,50,1620,4080,84,0,47.6692,-122.325,98105,565000.0
5.5,3.0,2850,12714,1.0,0,0,3,7,2850.0,0,1480,4942,56,0,47.4859,-122.205,98055,373000.0
3.0,2.0,1310,9855,1.0,0,0,3,7,1310.0,0,1310,8370,52,0,47.7296,-122.241,98034,300000.0
5.0,2.5,2430,4781,2.0,0,0,3,9,2430.0,0,2420,4770,13,0,47.4487,-122.117,98058,405000.0
3.0,1.5,1700,14133,1.0,0,1,4,8,1700.0,0,2630,17376,60,0,47.6166,-122.22,98004,979000.0
4.0,1.75,2160,28750,2.0,0,0,4,8,2160.0,0,1790,53578,36,0,47.3212,-122.118,98092,324888.0
3.0,1.5,860,3200,1.0,0,0,3,6,860.0,0,1220,4300,86,0,47.6791,-122.362,98117,445000.0
3.0,3.5,2050,2020,2.0,0,0,3,8,1520.0,530,1230,3640,9,0,47.6235,-122.306,98112,761000.0
4.0,2.0,1650,4745,1.0,0,0,3,7,1130.0,520,1650,5184,43,0,47.7359,-122.18,98034,435000.0
3.0,2.25,1570,8410,1.0,0,0,3,7,1180.0,390,1540,8410,23,0,47.1942,-121.99,98022,252000.0
3.0,1.75,1660,10150,1.5,0,0,3,7,1660.0,0,1640,8906,57,0,47.7512,-122.342,98133,350000.0
3.0,1.0,1220,8119,1.0,0,0,4,7,1220.0,0,1910,8119,59,0,47.6328,-122.236,98039,875000.0
3.0,1.0,1220,8119,1.0,0,0,4,7,1220.0,0,1910,8119,60,0,47.6328,-122.236,98039,940000.0
3.0,2.0,1780,11342,1.0,0,0,3,7,1780.0,0,2140,8449,50,0,47.4617,-122.327,98148,280000.0
3.0,2.5,2180,4226,2.0,0,0,3,8,2180.0,0,2540,4607,10,0,47.7733,-122.226,98011,450000.0
3.0,2.5,3520,237402,2.5,0,0,3,9,3520.0,0,2310,165963,10,0,47.2687,-122.056,98092,905000.0
3.0,2.5,2220,20531,2.0,0,0,3,8,2220.0,0,2420,19249,16,0,47.2864,-122.264,98001,382450.0
3.0,2.0,1610,13309,1.0,0,0,4,7,1610.0,0,1610,15725,47,0,47.3398,-122.133,98042,246700.0
3.0,1.5,1070,9331,1.0,0,0,3,6,1070.0,0,1480,8400,58,0,47.7633,-122.313,98155,220000.0
3.0,1.0,1060,4880,1.0,0,0,2,6,910.0,150,1200,4880,102,0,47.5545,-122.288,98118,555750.0
3.0,1.5,1160,8906,1.0,0,0,3,7,1160.0,0,1160,8906,52,0,47.5362,-122.29,98118,262500.0
2.0,1.0,910,4725,1.0,0,0,3,7,910.0,0,1600,5200,65,0,47.676,-122.281,98115,515000.0
3.0,2.5,2970,21907,2.0,0,0,3,9,2970.0,0,2040,27917,16,1,47.4741,-122.099,98059,499500.0
1.5,1.0,790,13062,1.0,0,0,3,6,790.0,0,1240,7137,72,0,47.4919,-122.311,98168,135000.0
2.0,2.0,1540,7290,2.0,0,0,3,7,1540.0,0,1540,7072,66,1,47.551,-122.395,98136,462500.0
4.0,2.5,3130,21100,1.0,0,4,3,9,2530.0,600,3680,23000,59,0,47.7598,-122.372,98177,937500.0
3.0,1.5,1470,9570,1.0,0,0,3,7,1280.0,190,1390,9570,74,0,47.7032,-122.306,98125,458000.0
4.0,2.75,3160,7143,1.5,0,0,3,8,2100.0,1060,2200,6122,81,0,47.6513,-122.406,98199,845000.0
3.0,2.25,2675,40910,2.0,0,0,3,8,2675.0,0,2300,39438,30,0,47.5916,-122.055,98075,660000.0
3.0,2.0,1340,6783,1.0,0,0,4,7,1340.0,0,1630,6458,28,0,47.3504,-122.177,98030,265000.0
5.5,4.5,3830,6988,2.5,0,0,3,7,2450.0,1380,1460,6291,76,0,47.6927,-122.338,98103,599999.0
3.0,2.5,1800,8697,2.0,0,0,3,8,1800.0,0,1770,8390,27,0,47.3115,-122.4,98023,280000.0
3.0,3.25,2990,189852,2.0,0,0,4,10,2990.0,0,3500,48760,40,0,47.746,-122.138,98072,1055000.0
4.0,3.0,3720,14125,1.0,0,0,4,9,1930.0,1790,3160,15300,54,0,47.5911,-122.177,98005,875000.0
3.0,1.0,920,7276,1.0,0,0,4,6,920.0,0,1120,7276,53,0,47.285,-122.211,98002,125000.0
4.0,3.0,3280,4904,2.0,0,0,3,7,3280.0,0,2600,5004,9,0,47.6802,-122.033,98053,634800.0
4.0,1.0,1440,9600,1.0,0,0,2,7,1440.0,0,1740,43560,51,0,47.3168,-122.264,98001,269950.0
3.0,2.25,1940,11612,1.0,0,0,4,8,1100.0,840,2180,8954,33,0,47.5018,-122.23,98178,359950.0
3.0,1.75,1590,11454,1.0,0,0,4,8,1590.0,0,1970,9960,35,0,47.5049,-122.186,98056,417000.0
2.0,2.0,1340,4122,1.0,0,0,3,8,1340.0,0,1350,4273,7,0,47.7182,-122.022,98053,389000.0
4.0,2.5,3770,10893,2.0,0,2,3,11,3770.0,0,3710,9685,17,0,47.5646,-122.129,98006,1038000.0
5.5,2.5,2680,11250,1.0,0,0,5,7,1340.0,1340,2200,9875,47,0,47.6553,-122.19,98033,698000.0
4.0,2.5,2820,10125,2.0,0,0,3,8,2820.0,0,1560,10125,7,0,47.7494,-122.304,98155,685000.0
3.0,1.75,1520,7137,1.0,0,0,3,5,1520.0,0,1240,8602,82,0,47.4924,-122.311,98168,198500.0
4.0,2.5,2560,5428,2.0,0,0,3,8,2560.0,0,2620,5428,3,0,47.3835,-122.095,98042,350000.0
3.0,2.5,3310,387684,1.0,0,0,3,8,2160.0,1150,2340,189050,96,1,47.4167,-121.936,98038,649950.0
3.0,1.5,1540,7200,1.0,0,0,3,7,1540.0,0,1560,7500,47,0,47.7357,-122.195,98011,441000.0
3.0,1.75,1430,11761,1.0,0,0,4,8,1430.0,0,2040,10035,50,0,47.6686,-122.157,98052,462600.0
4.0,2.5,2506,6232,2.0,0,0,3,7,2506.0,0,2070,8260,9,0,47.3734,-122.182,98030,365070.0
4.0,2.0,2250,7500,1.0,0,0,5,7,1200.0,1050,1440,7500,58,0,47.5877,-122.157,98005,550000.0
5.0,1.75,2740,9600,1.0,0,0,4,7,1370.0,1370,1990,4800,70,0,47.5738,-122.315,98144,470000.0
3.0,1.75,1540,10400,1.0,0,0,3,6,1540.0,0,1090,7500,37,0,47.5651,-121.89,98024,340000.0
4.0,2.75,4190,38912,1.0,0,0,4,9,2040.0,2150,3050,36884,49,0,47.6472,-122.157,98005,910000.0
4.0,1.75,1690,8392,1.0,0,0,3,7,1190.0,500,1880,9861,36,0,47.773,-122.256,98028,405000.0
4.0,2.25,1990,4600,1.5,0,2,4,8,1420.0,570,1810,5750,82,0,47.5638,-122.38,98126,661000.0
4.0,2.5,2410,7069,2.0,0,0,3,9,2410.0,0,2240,7184,21,0,47.7094,-122.234,98034,635000.0
2.0,1.0,1150,6098,1.0,0,0,3,7,950.0,200,1790,8455,67,0,47.7259,-122.328,98125,282000.0
4.0,1.75,1720,10137,2.0,0,0,3,7,1720.0,0,1350,10205,59,0,47.4424,-122.276,98188,235000.0
3.0,2.0,1260,22100,2.0,0,0,4,7,1260.0,0,1430,13000,33,0,47.2772,-122.354,98023,277500.0
5.0,2.5,2020,8250,1.0,0,0,4,8,1430.0,590,1680,8959,37,0,47.4432,-122.135,98058,346500.0
5.0,2.25,2240,5500,1.0,0,0,3,7,1490.0,750,2010,6050,56,0,47.5305,-122.391,98136,480000.0
4.0,2.25,1930,6508,2.0,0,0,3,8,1930.0,0,2170,6548,18,0,47.7458,-121.977,98019,360000.0
3.0,2.5,1820,6785,1.0,0,0,3,7,1420.0,400,1710,6055,20,0,47.3201,-122.177,98092,245000.0
3.0,3.5,1560,1490,2.0,0,0,3,8,1240.0,320,1560,1662,19,0,47.6248,-122.319,98102,625000.0
5.0,3.0,2170,2440,1.5,0,0,4,8,1450.0,720,2070,4000,103,0,47.6724,-122.317,98115,750500.0
3.0,1.75,1600,9579,1.0,0,0,3,8,1180.0,420,1750,9829,38,0,47.7662,-122.159,98072,525000.0
4.0,3.5,3760,57063,2.0,0,0,3,9,2950.0,810,2870,28945,16,0,47.6328,-121.964,98053,740000.0
3.0,1.5,1240,7735,1.0,0,0,4,7,1240.0,0,1260,7500,57,0,47.601,-122.122,98008,523000.0
3.0,1.75,1090,4500,1.5,0,0,5,8,1090.0,0,1640,5225,86,0,47.5157,-122.256,98118,292000.0
4.0,2.5,2740,9599,1.0,0,2,3,8,1820.0,920,2660,8280,54,0,47.7728,-122.385,98177,625000.0
3.0,2.5,3110,11727,2.0,0,2,3,9,3110.0,0,4240,13353,13,0,47.5445,-121.871,98065,700000.0
3.0,2.5,1610,1320,2.0,0,0,3,7,1280.0,330,1480,1602,8,0,47.6,-122.298,98144,399950.0
4.0,3.5,1880,1341,3.0,0,0,3,8,1650.0,230,1740,1883,8,0,47.6053,-122.306,98122,545000.0
4.0,2.0,1740,6369,1.0,0,0,5,6,870.0,870,1560,7200,60,0,47.7461,-122.332,98133,339999.0
4.0,2.25,3270,6000,2.0,0,0,5,8,2180.0,1090,2880,6000,105,0,47.6101,-122.286,98122,1210000.0
3.0,2.5,1990,5149,2.0,0,0,3,8,1990.0,0,2280,4506,11,0,47.5895,-122.019,98075,545000.0
4.0,1.75,1960,8400,1.0,0,0,4,8,1960.0,0,2080,8400,48,0,47.3111,-122.379,98023,260000.0
3.0,1.75,1680,3420,1.0,0,0,3,7,960.0,720,1680,4080,22,0,47.6854,-122.291,98115,526000.0
4.0,3.0,2910,8540,2.0,0,0,3,9,2910.0,0,3040,6091,11,0,47.5223,-122.156,98059,701000.0
3.0,2.25,1500,7482,1.0,0,0,4,7,1210.0,290,1480,7308,46,0,47.4619,-122.187,98055,290000.0
1.5,1.0,580,1799,1.0,0,0,3,7,580.0,0,1260,4000,106,1,47.6829,-122.375,98117,330600.0
3.0,1.75,2540,8280,1.0,0,0,3,7,1270.0,1270,1950,8280,66,0,47.7219,-122.358,98177,550500.0
2.0,1.0,950,6426,1.0,0,0,3,7,950.0,0,1360,2550,66,0,47.5653,-122.37,98126,430000.0
4.0,5.5,7080,16573,2.0,0,0,3,12,5760.0,1320,3140,15996,6,0,47.6151,-122.224,98039,4000000.0
2.0,1.0,810,4560,1.0,0,0,3,7,810.0,0,1490,4560,86,0,47.5425,-122.376,98126,260600.0
5.0,3.0,4080,7500,2.0,0,2,4,8,2720.0,1360,2000,4545,53,0,47.6722,-122.349,98103,825000.0
4.0,2.0,1820,8400,1.0,0,0,5,7,1300.0,520,1700,9450,58,0,47.7615,-122.329,98155,378950.0
4.0,2.5,2650,9065,2.0,0,0,3,7,2650.0,0,2590,13218,15,0,47.7258,-121.959,98019,435000.0
3.0,2.25,1670,1396,2.0,0,0,3,9,1250.0,420,1610,5191,0,0,47.6814,-122.288,98115,631000.0
3.0,2.5,2480,8342,2.0,0,0,3,8,2480.0,0,2300,8303,28,0,47.4381,-122.134,98058,415000.0
3.0,1.75,1240,7560,1.0,0,0,3,8,1070.0,170,1650,7560,47,0,47.333,-122.3,98003,222000.0
3.0,2.0,1390,8250,1.0,0,0,3,7,1390.0,0,1390,7875,27,0,47.3707,-122.094,98042,245000.0
3.0,2.5,2880,10126,2.0,0,0,4,10,2880.0,0,2960,10514,30,0,47.6319,-122.037,98074,720000.0
3.0,1.0,1060,9954,1.0,0,0,4,7,1060.0,0,1620,8760,54,0,47.3801,-122.289,98032,215000.0
2.0,1.0,1070,2754,1.0,0,0,3,7,830.0,240,1760,4080,90,0,47.6755,-122.331,98103,579100.0
4.0,1.75,1640,9299,1.5,0,0,4,7,870.0,770,2460,14326,71,0,47.5334,-122.168,98056,522500.0
3.0,2.0,1510,3000,1.0,0,0,4,7,910.0,600,1620,4000,42,0,47.6804,-122.319,98115,489000.0
3.0,1.0,1230,2353,1.5,0,0,4,6,1230.0,0,1280,1572,90,0,47.5177,-122.354,98106,240000.0
3.0,2.0,1510,3657,1.0,0,0,3,8,1510.0,0,1510,3657,8,0,47.7225,-122.029,98053,420250.0
4.0,2.5,3180,20870,2.0,0,0,3,8,2120.0,1060,2700,14190,47,0,47.7176,-122.241,98034,523000.0
4.0,2.0,2260,6000,1.0,0,0,3,8,1430.0,830,2030,5874,56,0,47.6876,-122.298,98115,628000.0
4.0,2.5,1920,7277,2.0,0,0,4,8,1920.0,0,2300,7645,25,0,47.4058,-122.192,98031,320000.0
3.0,2.5,1980,7800,2.0,0,0,3,8,1980.0,0,1700,20580,15,0,47.4492,-122.199,98055,359950.0
2.0,1.0,1200,8063,1.0,0,0,4,6,1200.0,0,1200,7500,56,0,47.4204,-122.324,98198,232000.0
4.0,2.25,2020,5600,1.0,0,2,4,8,1210.0,810,2660,6050,53,0,47.6821,-122.267,98115,810000.0
4.0,1.5,2010,7561,1.5,0,0,4,7,1890.0,120,1420,6564,93,0,47.311,-122.227,98002,245000.0
3.0,2.25,1930,8192,1.0,0,0,3,7,1470.0,460,1510,8192,31,0,47.2624,-122.299,98003,273000.0
5.0,2.5,2710,14989,1.0,0,0,3,8,1720.0,990,3180,16624,56,0,47.6411,-122.207,98004,1191000.0
5.0,1.0,1950,6250,1.5,0,0,4,7,1450.0,500,1950,6250,98,0,47.5511,-122.386,98136,438000.0
3.0,1.75,2110,19600,1.0,0,0,4,8,2110.0,0,880,10077,55,0,47.4742,-122.198,98055,400000.0
3.0,1.0,1250,4800,1.0,0,0,4,7,1250.0,0,1404,4800,63,0,47.5517,-122.381,98126,340000.0
2.0,2.5,1380,951,3.0,0,0,3,9,1380.0,0,1430,3400,8,0,47.6654,-122.355,98103,552000.0
3.0,1.75,2050,4080,2.0,0,0,3,8,2050.0,0,1890,4080,23,0,47.6698,-122.325,98105,790000.0
3.0,1.5,1800,22000,2.0,0,0,3,8,1800.0,0,1440,16640,83,0,47.4889,-122.286,98168,360000.0
3.0,1.0,1310,15022,1.0,0,0,3,7,1310.0,0,1530,13154,81,1,47.5008,-122.332,98168,235000.0
2.0,1.0,1010,3600,1.0,0,0,3,7,1010.0,0,1540,3600,101,0,47.6641,-122.357,98107,775000.0
3.0,2.75,1850,9600,1.5,0,0,5,7,1850.0,0,1250,10500,49,0,47.7259,-122.226,98034,489200.0
3.0,2.25,1750,8900,2.0,0,0,4,8,1750.0,0,1680,7910,37,0,47.4451,-122.136,98058,341000.0
4.0,2.5,2154,6050,2.0,0,0,3,8,2154.0,0,2305,5769,2,0,47.3513,-122.174,98030,335000.0
3.0,1.75,1230,1441,2.0,0,0,3,8,1010.0,220,1170,1942,11,0,47.5626,-122.382,98116,393500.0
3.0,2.0,1960,8846,1.0,0,3,4,6,980.0,980,2190,6363,74,0,47.5101,-122.246,98178,360000.0
4.0,1.0,1070,5750,1.0,0,0,3,6,870.0,200,1270,5750,92,0,47.564,-122.379,98126,400800.0
3.0,1.0,1450,5378,1.0,0,0,3,7,1190.0,260,1810,5559,75,0,47.6436,-122.405,98199,585000.0
